Payroll,Revenue,
11068103,1544362,"{Payroll:11068103,Revenue:1544362},"
8486843,1540451,"{Payroll:8486843,Revenue:1540451},"
8900539,1540390,"{Payroll:8900539,Revenue:1540390},"
6430769,1539155,"{Payroll:6430769,Revenue:1539155},"
8342691,1536821,"{Payroll:8342691,Revenue:1536821},"
13312158,1534787,"{Payroll:13312158,Revenue:1534787},"
5738872,1529385,"{Payroll:5738872,Revenue:1529385},"
5735924,1528665,"{Payroll:5735924,Revenue:1528665},"
8176307,1525797,"{Payroll:8176307,Revenue:1525797},"
8176307,1525797,"{Payroll:8176307,Revenue:1525797},"
5722307,1525390,"{Payroll:5722307,Revenue:1525390},"
5722307,1525390,"{Payroll:5722307,Revenue:1525390},"
5091049,1524274,"{Payroll:5091049,Revenue:1524274},"
5091049,1524274,"{Payroll:5091049,Revenue:1524274},"
13840039,1522859,"{Payroll:13840039,Revenue:1522859},"
7491055,1520536,"{Payroll:7491055,Revenue:1520536},"
6997422,1520079,"{Payroll:6997422,Revenue:1520079},"
19841701,1516155,"{Payroll:19841701,Revenue:1516155},"
9914869,1507223,"{Payroll:9914869,Revenue:1507223},"
6143545,1496395,"{Payroll:6143545,Revenue:1496395},"
7861290,1492086,"{Payroll:7861290,Revenue:1492086},"
5798250,1488967,"{Payroll:5798250,Revenue:1488967},"
10882634,1486457,"{Payroll:10882634,Revenue:1486457},"
10882634,1486457,"{Payroll:10882634,Revenue:1486457},"
5751970,1481353,"{Payroll:5751970,Revenue:1481353},"
5751970,1481353,"{Payroll:5751970,Revenue:1481353},"
7297761,1478568,"{Payroll:7297761,Revenue:1478568},"
5872788,1476613,"{Payroll:5872788,Revenue:1476613},"
14302841,1474922,"{Payroll:14302841,Revenue:1474922},"
14302841,1474922,"{Payroll:14302841,Revenue:1474922},"
16607160,1472341,"{Payroll:16607160,Revenue:1472341},"
8525145,1470554,"{Payroll:8525145,Revenue:1470554},"
5388943,1470430,"{Payroll:5388943,Revenue:1470430},"
11000354,1465789,"{Payroll:11000354,Revenue:1465789},"
11000354,1465789,"{Payroll:11000354,Revenue:1465789},"
4085218,1465341,"{Payroll:4085218,Revenue:1465341},"
7645077,1460208,"{Payroll:7645077,Revenue:1460208},"
6094947,1458355,"{Payroll:6094947,Revenue:1458355},"
6094947,1458355,"{Payroll:6094947,Revenue:1458355},"
7029320,1456050,"{Payroll:7029320,Revenue:1456050},"
3892214,1455024,"{Payroll:3892214,Revenue:1455024},"
5164142,1445249,"{Payroll:5164142,Revenue:1445249},"
36684830,1444737,"{Payroll:36684830,Revenue:1444737},"
2074397,1444373,"{Payroll:2074397,Revenue:1444373},"
2074397,1444373,"{Payroll:2074397,Revenue:1444373},"
15523354,1441495,"{Payroll:15523354,Revenue:1441495},"
6964310,1440277,"{Payroll:6964310,Revenue:1440277},"
6938824,1439327,"{Payroll:6938824,Revenue:1439327},"
14601416,1435700,"{Payroll:14601416,Revenue:1435700},"
3750560,1435630,"{Payroll:3750560,Revenue:1435630},"
3750560,1435630,"{Payroll:3750560,Revenue:1435630},"
5185965,1433433,"{Payroll:5185965,Revenue:1433433},"
7807275,1432554,"{Payroll:7807275,Revenue:1432554},"
10589951,1430572,"{Payroll:10589951,Revenue:1430572},"
8226834,1429722,"{Payroll:8226834,Revenue:1429722},"
6093583,1425411,"{Payroll:6093583,Revenue:1425411},"
3718859,1423190,"{Payroll:3718859,Revenue:1423190},"
3718859,1423190,"{Payroll:3718859,Revenue:1423190},"
3718859,1423190,"{Payroll:3718859,Revenue:1423190},"
3718859,1423190,"{Payroll:3718859,Revenue:1423190},"
5104228,1422435,"{Payroll:5104228,Revenue:1422435},"
17207371,1420843,"{Payroll:17207371,Revenue:1420843},"
5689255,1418271,"{Payroll:5689255,Revenue:1418271},"
34056247,1415597,"{Payroll:34056247,Revenue:1415597},"
20168096,1413667,"{Payroll:20168096,Revenue:1413667},"
40794871,1412370,"{Payroll:40794871,Revenue:1412370},"
4749657,1412275,"{Payroll:4749657,Revenue:1412275},"
7169056,1412007,"{Payroll:7169056,Revenue:1412007},"
6137970,1411760,"{Payroll:6137970,Revenue:1411760},"
4980276,1408893,"{Payroll:4980276,Revenue:1408893},"
14620301,1408308,"{Payroll:14620301,Revenue:1408308},"
14620301,1408308,"{Payroll:14620301,Revenue:1408308},"
9363350,1405691,"{Payroll:9363350,Revenue:1405691},"
23150149,1403030,"{Payroll:23150149,Revenue:1403030},"
6970687,1402768,"{Payroll:6970687,Revenue:1402768},"
18145659,1402763,"{Payroll:18145659,Revenue:1402763},"
10751947,1401557,"{Payroll:10751947,Revenue:1401557},"
11016329,1398783,"{Payroll:11016329,Revenue:1398783},"
11016329,1398783,"{Payroll:11016329,Revenue:1398783},"
22597384,1393179,"{Payroll:22597384,Revenue:1393179},"
4383671,1381909,"{Payroll:4383671,Revenue:1381909},"
4383671,1381909,"{Payroll:4383671,Revenue:1381909},"
10035940,1378805,"{Payroll:10035940,Revenue:1378805},"
8038278,1378389,"{Payroll:8038278,Revenue:1378389},"
8087066,1378282,"{Payroll:8087066,Revenue:1378282},"
22528998,1376636,"{Payroll:22528998,Revenue:1376636},"
6036644,1372008,"{Payroll:6036644,Revenue:1372008},"
11476866,1367674,"{Payroll:11476866,Revenue:1367674},"
13071978,1366292,"{Payroll:13071978,Revenue:1366292},"
13071978,1366292,"{Payroll:13071978,Revenue:1366292},"
4883798,1366137,"{Payroll:4883798,Revenue:1366137},"
4612528,1361743,"{Payroll:4612528,Revenue:1361743},"
12069702,1356903,"{Payroll:12069702,Revenue:1356903},"
6238956,1356663,"{Payroll:6238956,Revenue:1356663},"
19954210,1355691,"{Payroll:19954210,Revenue:1355691},"
2893771,1355113,"{Payroll:2893771,Revenue:1355113},"
12891869,1354203,"{Payroll:12891869,Revenue:1354203},"
17751908,1352189,"{Payroll:17751908,Revenue:1352189},"
29102352,1349245,"{Payroll:29102352,Revenue:1349245},"
15141968,1347454,"{Payroll:15141968,Revenue:1347454},"
15623573,1346502,"{Payroll:15623573,Revenue:1346502},"
13519399,1345111,"{Payroll:13519399,Revenue:1345111},"
6804309,1341711,"{Payroll:6804309,Revenue:1341711},"
33364374,1339984,"{Payroll:33364374,Revenue:1339984},"
6460004,1338172,"{Payroll:6460004,Revenue:1338172},"
7058679,1338054,"{Payroll:7058679,Revenue:1338054},"
2753402,1334712,"{Payroll:2753402,Revenue:1334712},"
16462901,1334341,"{Payroll:16462901,Revenue:1334341},"
5665639,1328278,"{Payroll:5665639,Revenue:1328278},"
6693358,1327402,"{Payroll:6693358,Revenue:1327402},"
3783005,1322928,"{Payroll:3783005,Revenue:1322928},"
8479134,1322665,"{Payroll:8479134,Revenue:1322665},"
5306848,1321486,"{Payroll:5306848,Revenue:1321486},"
28658250,1321292,"{Payroll:28658250,Revenue:1321292},"
28661590,1318452,"{Payroll:28661590,Revenue:1318452},"
16183762,1318085,"{Payroll:16183762,Revenue:1318085},"
11795522,1312776,"{Payroll:11795522,Revenue:1312776},"
5563974,1306229,"{Payroll:5563974,Revenue:1306229},"
5563974,1306229,"{Payroll:5563974,Revenue:1306229},"
13121613,1305533,"{Payroll:13121613,Revenue:1305533},"
13121613,1305533,"{Payroll:13121613,Revenue:1305533},"
12649793,1295556,"{Payroll:12649793,Revenue:1295556},"
4510237,1293187,"{Payroll:4510237,Revenue:1293187},"
7868329,1292255,"{Payroll:7868329,Revenue:1292255},"
29235212,1291451,"{Payroll:29235212,Revenue:1291451},"
12030532,1289186,"{Payroll:12030532,Revenue:1289186},"
6011599,1287651,"{Payroll:6011599,Revenue:1287651},"
14566059,1283708,"{Payroll:14566059,Revenue:1283708},"
9225869,1281796,"{Payroll:9225869,Revenue:1281796},"
16210087,1279454,"{Payroll:16210087,Revenue:1279454},"
11326649,1278116,"{Payroll:11326649,Revenue:1278116},"
14712649,1274866,"{Payroll:14712649,Revenue:1274866},"
5807842,1274301,"{Payroll:5807842,Revenue:1274301},"
16855546,1269740,"{Payroll:16855546,Revenue:1269740},"
16855546,1269740,"{Payroll:16855546,Revenue:1269740},"
16855546,1269740,"{Payroll:16855546,Revenue:1269740},"
6669638,1269459,"{Payroll:6669638,Revenue:1269459},"
14719227,1268891,"{Payroll:14719227,Revenue:1268891},"
2543083,1267472,"{Payroll:2543083,Revenue:1267472},"
8352659,1265909,"{Payroll:8352659,Revenue:1265909},"
12848808,1265907,"{Payroll:12848808,Revenue:1265907},"
7815087,1265696,"{Payroll:7815087,Revenue:1265696},"
3334059,1265631,"{Payroll:3334059,Revenue:1265631},"
3334059,1265631,"{Payroll:3334059,Revenue:1265631},"
7684837,1260361,"{Payroll:7684837,Revenue:1260361},"
37120499,1259143,"{Payroll:37120499,Revenue:1259143},"
4256956,1258933,"{Payroll:4256956,Revenue:1258933},"
4257896,1258555,"{Payroll:4257896,Revenue:1258555},"
9991338,1257113,"{Payroll:9991338,Revenue:1257113},"
7653224,1257066,"{Payroll:7653224,Revenue:1257066},"
5205400,1256145,"{Payroll:5205400,Revenue:1256145},"
3864911,1255881,"{Payroll:3864911,Revenue:1255881},"
4614881,1255387,"{Payroll:4614881,Revenue:1255387},"
5813682,1254943,"{Payroll:5813682,Revenue:1254943},"
8684892,1254453,"{Payroll:8684892,Revenue:1254453},"
13207440,1254265,"{Payroll:13207440,Revenue:1254265},"
7103308,1253748,"{Payroll:7103308,Revenue:1253748},"
11438306,1253458,"{Payroll:11438306,Revenue:1253458},"
5922525,1250651,"{Payroll:5922525,Revenue:1250651},"
6029554,1243078,"{Payroll:6029554,Revenue:1243078},"
12434959,1242904,"{Payroll:12434959,Revenue:1242904},"
3942077,1242251,"{Payroll:3942077,Revenue:1242251},"
6557077,1239784,"{Payroll:6557077,Revenue:1239784},"
5716859,1238467,"{Payroll:5716859,Revenue:1238467},"
7867209,1232595,"{Payroll:7867209,Revenue:1232595},"
5904868,1230062,"{Payroll:5904868,Revenue:1230062},"
7474814,1228972,"{Payroll:7474814,Revenue:1228972},"
11209535,1227393,"{Payroll:11209535,Revenue:1227393},"
5940028,1226821,"{Payroll:5940028,Revenue:1226821},"
3229357,1225011,"{Payroll:3229357,Revenue:1225011},"
3229357,1225011,"{Payroll:3229357,Revenue:1225011},"
8636852,1220971,"{Payroll:8636852,Revenue:1220971},"
8471358,1220821,"{Payroll:8471358,Revenue:1220821},"
7799588,1220307,"{Payroll:7799588,Revenue:1220307},"
5517026,1220234,"{Payroll:5517026,Revenue:1220234},"
5517026,1220234,"{Payroll:5517026,Revenue:1220234},"
3087635,1215188,"{Payroll:3087635,Revenue:1215188},"
3087635,1215188,"{Payroll:3087635,Revenue:1215188},"
12757402,1214056,"{Payroll:12757402,Revenue:1214056},"
90495455,1213478,"{Payroll:90495455,Revenue:1213478},"
90495455,1213478,"{Payroll:90495455,Revenue:1213478},"
2159224,1213126,"{Payroll:2159224,Revenue:1213126},"
23195824,1210851,"{Payroll:23195824,Revenue:1210851},"
15523312,1210578,"{Payroll:15523312,Revenue:1210578},"
15523312,1210578,"{Payroll:15523312,Revenue:1210578},"
5202188,1210200,"{Payroll:5202188,Revenue:1210200},"
9038844,1209046,"{Payroll:9038844,Revenue:1209046},"
5480805,1208359,"{Payroll:5480805,Revenue:1208359},"
5480805,1208359,"{Payroll:5480805,Revenue:1208359},"
5736646,1204270,"{Payroll:5736646,Revenue:1204270},"
6517197,1203846,"{Payroll:6517197,Revenue:1203846},"
12378923,1203224,"{Payroll:12378923,Revenue:1203224},"
5230808,1202613,"{Payroll:5230808,Revenue:1202613},"
5821817,1201266,"{Payroll:5821817,Revenue:1201266},"
15749284,1198705,"{Payroll:15749284,Revenue:1198705},"
17424794,1194041,"{Payroll:17424794,Revenue:1194041},"
2111906,1193303,"{Payroll:2111906,Revenue:1193303},"
4891800,1192166,"{Payroll:4891800,Revenue:1192166},"
4331797,1189893,"{Payroll:4331797,Revenue:1189893},"
14171571,1188818,"{Payroll:14171571,Revenue:1188818},"
7283680,1186311,"{Payroll:7283680,Revenue:1186311},"
11698680,1184415,"{Payroll:11698680,Revenue:1184415},"
4283372,1183335,"{Payroll:4283372,Revenue:1183335},"
5175782,1183049,"{Payroll:5175782,Revenue:1183049},"
4784412,1182468,"{Payroll:4784412,Revenue:1182468},"
18799264,1181882,"{Payroll:18799264,Revenue:1181882},"
18799264,1181882,"{Payroll:18799264,Revenue:1181882},"
4116583,1179741,"{Payroll:4116583,Revenue:1179741},"
5321239,1179346,"{Payroll:5321239,Revenue:1179346},"
6326237,1178790,"{Payroll:6326237,Revenue:1178790},"
120670946,1177748,"{Payroll:120670946,Revenue:1177748},"
120670946,1177748,"{Payroll:120670946,Revenue:1177748},"
3455772,1175798,"{Payroll:3455772,Revenue:1175798},"
4613742,1172376,"{Payroll:4613742,Revenue:1172376},"
1787592,1171940,"{Payroll:1787592,Revenue:1171940},"
1787592,1171940,"{Payroll:1787592,Revenue:1171940},"
14605522,1171412,"{Payroll:14605522,Revenue:1171412},"
8167969,1164617,"{Payroll:8167969,Revenue:1164617},"
8167969,1164617,"{Payroll:8167969,Revenue:1164617},"
4072214,1159222,"{Payroll:4072214,Revenue:1159222},"
15182202,1158632,"{Payroll:15182202,Revenue:1158632},"
11773809,1157711,"{Payroll:11773809,Revenue:1157711},"
5343338,1157682,"{Payroll:5343338,Revenue:1157682},"
8173549,1155412,"{Payroll:8173549,Revenue:1155412},"
8834018,1155288,"{Payroll:8834018,Revenue:1155288},"
8834018,1155288,"{Payroll:8834018,Revenue:1155288},"
10997604,1153797,"{Payroll:10997604,Revenue:1153797},"
4328052,1152297,"{Payroll:4328052,Revenue:1152297},"
5370496,1151526,"{Payroll:5370496,Revenue:1151526},"
4139954,1151028,"{Payroll:4139954,Revenue:1151028},"
4598722,1150385,"{Payroll:4598722,Revenue:1150385},"
12943863,1149919,"{Payroll:12943863,Revenue:1149919},"
7289560,1147536,"{Payroll:7289560,Revenue:1147536},"
40473261,1147366,"{Payroll:40473261,Revenue:1147366},"
15086777,1147327,"{Payroll:15086777,Revenue:1147327},"
21991810,1144001,"{Payroll:21991810,Revenue:1144001},"
21991810,1144001,"{Payroll:21991810,Revenue:1144001},"
21991810,1144001,"{Payroll:21991810,Revenue:1144001},"
21991810,1144001,"{Payroll:21991810,Revenue:1144001},"
9309591,1139637,"{Payroll:9309591,Revenue:1139637},"
11153467,1133989,"{Payroll:11153467,Revenue:1133989},"
13207690,1133932,"{Payroll:13207690,Revenue:1133932},"
31012973,1132873,"{Payroll:31012973,Revenue:1132873},"
4545473,1132080,"{Payroll:4545473,Revenue:1132080},"
3838751,1130344,"{Payroll:3838751,Revenue:1130344},"
3838751,1130344,"{Payroll:3838751,Revenue:1130344},"
52141139,1123672,"{Payroll:52141139,Revenue:1123672},"
15673288,1123428,"{Payroll:15673288,Revenue:1123428},"
20981225,1117817,"{Payroll:20981225,Revenue:1117817},"
20981225,1117817,"{Payroll:20981225,Revenue:1117817},"
6572500,1116429,"{Payroll:6572500,Revenue:1116429},"
4974774,1116057,"{Payroll:4974774,Revenue:1116057},"
4259918,1114253,"{Payroll:4259918,Revenue:1114253},"
11586956,1111204,"{Payroll:11586956,Revenue:1111204},"
15341480,1111034,"{Payroll:15341480,Revenue:1111034},"
3980167,1110407,"{Payroll:3980167,Revenue:1110407},"
4032701,1110115,"{Payroll:4032701,Revenue:1110115},"
4409294,1109490,"{Payroll:4409294,Revenue:1109490},"
4409294,1109490,"{Payroll:4409294,Revenue:1109490},"
7994726,1107491,"{Payroll:7994726,Revenue:1107491},"
10812924,1105799,"{Payroll:10812924,Revenue:1105799},"
10812924,1105799,"{Payroll:10812924,Revenue:1105799},"
5555703,1105335,"{Payroll:5555703,Revenue:1105335},"
5555703,1105335,"{Payroll:5555703,Revenue:1105335},"
5634340,1105251,"{Payroll:5634340,Revenue:1105251},"
5032270,1102777,"{Payroll:5032270,Revenue:1102777},"
6675418,1100411,"{Payroll:6675418,Revenue:1100411},"
6675418,1100411,"{Payroll:6675418,Revenue:1100411},"
3430883,1092327,"{Payroll:3430883,Revenue:1092327},"
9313947,1091751,"{Payroll:9313947,Revenue:1091751},"
8838301,1090617,"{Payroll:8838301,Revenue:1090617},"
21215595,1088737,"{Payroll:21215595,Revenue:1088737},"
5430570,1082838,"{Payroll:5430570,Revenue:1082838},"
3048598,1082495,"{Payroll:3048598,Revenue:1082495},"
5640036,1079609,"{Payroll:5640036,Revenue:1079609},"
5640036,1079609,"{Payroll:5640036,Revenue:1079609},"
4257863,1078931,"{Payroll:4257863,Revenue:1078931},"
4257863,1078931,"{Payroll:4257863,Revenue:1078931},"
5845580,1077697,"{Payroll:5845580,Revenue:1077697},"
13957064,1077134,"{Payroll:13957064,Revenue:1077134},"
13957064,1077134,"{Payroll:13957064,Revenue:1077134},"
4034850,1076970,"{Payroll:4034850,Revenue:1076970},"
16754770,1076755,"{Payroll:16754770,Revenue:1076755},"
12214527,1076665,"{Payroll:12214527,Revenue:1076665},"
3501728,1074232,"{Payroll:3501728,Revenue:1074232},"
4077768,1069712,"{Payroll:4077768,Revenue:1069712},"
6105041,1069029,"{Payroll:6105041,Revenue:1069029},"
5253333,1067363,"{Payroll:5253333,Revenue:1067363},"
2836841,1066775,"{Payroll:2836841,Revenue:1066775},"
2836841,1066775,"{Payroll:2836841,Revenue:1066775},"
2836841,1066775,"{Payroll:2836841,Revenue:1066775},"
2836841,1066775,"{Payroll:2836841,Revenue:1066775},"
25906713,1066612,"{Payroll:25906713,Revenue:1066612},"
25906713,1066612,"{Payroll:25906713,Revenue:1066612},"
5975535,1064962,"{Payroll:5975535,Revenue:1064962},"
5975535,1064962,"{Payroll:5975535,Revenue:1064962},"
10882444,1064603,"{Payroll:10882444,Revenue:1064603},"
5102610,1060122,"{Payroll:5102610,Revenue:1060122},"
4283121,1058818,"{Payroll:4283121,Revenue:1058818},"
4666931,1055102,"{Payroll:4666931,Revenue:1055102},"
19799450,1053621,"{Payroll:19799450,Revenue:1053621},"
19799450,1053621,"{Payroll:19799450,Revenue:1053621},"
160901542,1052548,"{Payroll:160901542,Revenue:1052548},"
160901542,1052548,"{Payroll:160901542,Revenue:1052548},"
1850359,1052544,"{Payroll:1850359,Revenue:1052544},"
7529645,1046284,"{Payroll:7529645,Revenue:1046284},"
10707615,1045786,"{Payroll:10707615,Revenue:1045786},"
10707615,1045786,"{Payroll:10707615,Revenue:1045786},"
8084762,1045179,"{Payroll:8084762,Revenue:1045179},"
6525535,1043120,"{Payroll:6525535,Revenue:1043120},"
14427360,1042813,"{Payroll:14427360,Revenue:1042813},"
1381349,1042703,"{Payroll:1381349,Revenue:1042703},"
5850882,1042428,"{Payroll:5850882,Revenue:1042428},"
3314129,1041594,"{Payroll:3314129,Revenue:1041594},"
5627431,1041419,"{Payroll:5627431,Revenue:1041419},"
4781292,1039844,"{Payroll:4781292,Revenue:1039844},"
3615027,1039131,"{Payroll:3615027,Revenue:1039131},"
1919218,1038467,"{Payroll:1919218,Revenue:1038467},"
4517837,1038168,"{Payroll:4517837,Revenue:1038168},"
4517837,1038168,"{Payroll:4517837,Revenue:1038168},"
3870085,1036324,"{Payroll:3870085,Revenue:1036324},"
8844177,1035805,"{Payroll:8844177,Revenue:1035805},"
3860014,1033869,"{Payroll:3860014,Revenue:1033869},"
5812609,1030821,"{Payroll:5812609,Revenue:1030821},"
5708460,1026674,"{Payroll:5708460,Revenue:1026674},"
9808991,1026355,"{Payroll:9808991,Revenue:1026355},"
3778313,1026197,"{Payroll:3778313,Revenue:1026197},"
14155506,1026165,"{Payroll:14155506,Revenue:1026165},"
14155506,1026165,"{Payroll:14155506,Revenue:1026165},"
3959964,1023404,"{Payroll:3959964,Revenue:1023404},"
3959964,1023404,"{Payroll:3959964,Revenue:1023404},"
2527594,1022766,"{Payroll:2527594,Revenue:1022766},"
2527594,1022766,"{Payroll:2527594,Revenue:1022766},"
13051932,1022722,"{Payroll:13051932,Revenue:1022722},"
50892509,1022042,"{Payroll:50892509,Revenue:1022042},"
3696877,1019280,"{Payroll:3696877,Revenue:1019280},"
3696877,1019280,"{Payroll:3696877,Revenue:1019280},"
86735312,1018753,"{Payroll:86735312,Revenue:1018753},"
86735312,1018753,"{Payroll:86735312,Revenue:1018753},"
11277489,1018351,"{Payroll:11277489,Revenue:1018351},"
12052164,1015784,"{Payroll:12052164,Revenue:1015784},"
4190747,1015462,"{Payroll:4190747,Revenue:1015462},"
4190747,1015462,"{Payroll:4190747,Revenue:1015462},"
22114190,1012886,"{Payroll:22114190,Revenue:1012886},"
4546155,1010842,"{Payroll:4546155,Revenue:1010842},"
14170103,1008732,"{Payroll:14170103,Revenue:1008732},"
5573686,1007878,"{Payroll:5573686,Revenue:1007878},"
7792721,1007125,"{Payroll:7792721,Revenue:1007125},"
7792721,1007125,"{Payroll:7792721,Revenue:1007125},"
3797834,1006565,"{Payroll:3797834,Revenue:1006565},"
4026579,1006431,"{Payroll:4026579,Revenue:1006431},"
5912320,1005454,"{Payroll:5912320,Revenue:1005454},"
4381903,1001078,"{Payroll:4381903,Revenue:1001078},"
6631723,1000203,"{Payroll:6631723,Revenue:1000203},"
4737799,999276,"{Payroll:4737799,Revenue:999276},"
9609665,998713,"{Payroll:9609665,Revenue:998713},"
4263696,997355,"{Payroll:4263696,Revenue:997355},"
4263696,997355,"{Payroll:4263696,Revenue:997355},"
4583154,992952,"{Payroll:4583154,Revenue:992952},"
4005250,992820,"{Payroll:4005250,Revenue:992820},"
6201351,990504,"{Payroll:6201351,Revenue:990504},"
6201351,990504,"{Payroll:6201351,Revenue:990504},"
9660032,990477,"{Payroll:9660032,Revenue:990477},"
158443415,987856,"{Payroll:158443415,Revenue:987856},"
158443415,987856,"{Payroll:158443415,Revenue:987856},"
7731544,985278,"{Payroll:7731544,Revenue:985278},"
3576694,983477,"{Payroll:3576694,Revenue:983477},"
5970328,982206,"{Payroll:5970328,Revenue:982206},"
